year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,4,4,1308.0,1315,-7.0,1528.0,1529,-1.0,EV,5148,N759EV,LGA,CVG,96.0,585,13,15,2013-04-04 13:00:00
2013,4,4,1344.0,1350,-6.0,1549.0,1557,-8.0,EV,4687,N12167,EWR,CVG,99.0,569,13,50,2013-04-04 13:00:00
2013,4,4,1558.0,1559,-1.0,1805.0,1814,-9.0,MQ,3985,N673MQ,JFK,CVG,98.0,589,15,59,2013-04-04 15:00:00
2013,4,4,1631.0,1645,-14.0,1828.0,1858,-30.0,9E,3881,N8905F,EWR,CVG,95.0,569,16,45,2013-04-04 16:00:00
2013,4,4,1634.0,1640,-6.0,1853.0,1857,-4.0,9E,3442,N922XJ,JFK,CVG,102.0,589,16,40,2013-04-04 16:00:00
2013,4,4,1645.0,1540,65.0,1850.0,1748,62.0,EV,4352,N12921,EWR,CVG,100.0,569,15,40,2013-04-04 15:00:00
2013,4,4,1729.0,1729,0.0,1948.0,1937,11.0,EV,4104,N17560,EWR,CVG,101.0,569,17,29,2013-04-04 17:00:00
2013,4,4,1919.0,1900,19.0,2125.0,2122,3.0,9E,3439,N914XJ,JFK,CVG,97.0,589,19,0,2013-04-04 19:00:00
2013,4,4,2000.0,2005,-5.0,2205.0,2213,-8.0,EV,4536,N21197,EWR,CVG,94.0,569,20,5,2013-04-04 20:00:00
2013,4,4,2026.0,2030,-4.0,2228.0,2251,-23.0,EV,5157,N723EV,LGA,CVG,94.0,585,20,30,2013-04-04 20:00:00
2013,4,5,558.0,605,-7.0,751.0,817,-26.0,EV,4603,N34111,EWR,CVG,93.0,569,6,5,2013-04-05 06:00:00
2013,4,5,747.0,755,-8.0,952.0,1007,-15.0,9E,3879,N812AY,EWR,CVG,89.0,569,7,55,2013-04-05 07:00:00
2013,4,5,901.0,842,19.0,1058.0,1054,4.0,EV,4638,N13989,EWR,CVG,90.0,569,8,42,2013-04-05 08:00:00
2013,4,5,1252.0,1300,-8.0,1456.0,1505,-9.0,9E,3867,N8543F,EWR,CVG,98.0,569,13,0,2013-04-05 13:00:00
2013,4,5,1308.0,1315,-7.0,1521.0,1529,-8.0,EV,5148,N720EV,LGA,CVG,91.0,585,13,15,2013-04-05 13:00:00
2013,4,5,1344.0,1350,-6.0,1538.0,1557,-19.0,EV,4687,N18102,EWR,CVG,92.0,569,13,50,2013-04-05 13:00:00
2013,4,5,1556.0,1540,16.0,1759.0,1748,11.0,EV,4352,N21537,EWR,CVG,95.0,569,15,40,2013-04-05 15:00:00
2013,4,5,1607.0,1559,8.0,1820.0,1814,6.0,MQ,3985,N639MQ,JFK,CVG,92.0,589,15,59,2013-04-05 15:00:00
2013,4,5,1634.0,1640,-6.0,1838.0,1857,-19.0,9E,3442,N923XJ,JFK,CVG,93.0,589,16,40,2013-04-05 16:00:00
2013,4,5,1637.0,1645,-8.0,1829.0,1858,-29.0,9E,3881,N8458A,EWR,CVG,87.0,569,16,45,2013-04-05 16:00:00
2013,4,5,1813.0,1729,44.0,2026.0,1937,49.0,EV,4621,N14573,EWR,CVG,92.0,569,17,29,2013-04-05 17:00:00
2013,4,5,1854.0,1900,-6.0,2053.0,2122,-29.0,9E,3439,N910XJ,JFK,CVG,92.0,589,19,0,2013-04-05 19:00:00
2013,4,5,2008.0,2005,3.0,2210.0,2213,-3.0,EV,4536,N15980,EWR,CVG,89.0,569,20,5,2013-04-05 20:00:00
2013,4,5,2024.0,2030,-6.0,2235.0,2251,-16.0,EV,5157,N759EV,LGA,CVG,85.0,585,20,30,2013-04-05 20:00:00
2013,4,6,756.0,800,-4.0,949.0,1012,-23.0,EV,5163,N741EV,LGA,CVG,88.0,585,8,0,2013-04-06 08:00:00
2013,4,6,1205.0,1215,-10.0,1410.0,1426,-16.0,9E,3702,N8977A,LGA,CVG,91.0,585,12,15,2013-04-06 12:00:00
2013,4,6,1534.0,1533,1.0,1723.0,1741,-18.0,EV,4150,N15985,EWR,CVG,94.0,569,15,33,2013-04-06 15:00:00
2013,4,6,1558.0,1605,-7.0,1810.0,1820,-10.0,MQ,3985,N693MQ,JFK,CVG,95.0,589,16,5,2013-04-06 16:00:00
2013,4,6,1659.0,1640,19.0,1920.0,1855,25.0,9E,3442,N927XJ,JFK,CVG,90.0,589,16,40,2013-04-06 16:00:00
2013,4,6,2120.0,1900,140.0,2321.0,2120,121.0,9E,3439,N912XJ,JFK,CVG,90.0,589,19,0,2013-04-06 19:00:00
2013,4,7,1252.0,1300,-8.0,1507.0,1505,2.0,9E,3867,N8758D,EWR,CVG,102.0,569,13,0,2013-04-07 13:00:00
2013,4,7,1309.0,1315,-6.0,1513.0,1529,-16.0,EV,5148,N750EV,LGA,CVG,102.0,585,13,15,2013-04-07 13:00:00
2013,4,7,1350.0,1350,0.0,1550.0,1557,-7.0,EV,5683,N22971,EWR,CVG,98.0,569,13,50,2013-04-07 13:00:00
2013,4,7,1527.0,1529,-2.0,1741.0,1740,1.0,EV,4352,N14568,EWR,CVG,103.0,569,15,29,2013-04-07 15:00:00
2013,4,7,1552.0,1559,-7.0,1802.0,1814,-12.0,MQ,3985,N620MQ,JFK,CVG,101.0,589,15,59,2013-04-07 15:00:00
2013,4,7,1639.0,1640,-1.0,1855.0,1857,-2.0,9E,3442,N905XJ,JFK,CVG,104.0,589,16,40,2013-04-07 16:00:00
2013,4,7,1641.0,1645,-4.0,1840.0,1858,-18.0,9E,3881,N8458A,EWR,CVG,96.0,569,16,45,2013-04-07 16:00:00
2013,4,7,1744.0,1729,15.0,1952.0,1937,15.0,EV,4710,N13553,EWR,CVG,103.0,569,17,29,2013-04-07 17:00:00
2013,4,7,1852.0,1900,-8.0,2118.0,2122,-4.0,9E,3439,N921XJ,JFK,CVG,99.0,589,19,0,2013-04-07 19:00:00
2013,4,7,2026.0,2030,-4.0,2232.0,2251,-19.0,EV,5157,N754EV,LGA,CVG,96.0,585,20,30,2013-04-07 20:00:00
2013,4,7,2202.0,2001,121.0,5.0,2212,113.0,EV,4536,N21197,EWR,CVG,96.0,569,20,1,2013-04-07 20:00:00
2013,4,8,603.0,605,-2.0,758.0,817,-19.0,EV,5678,N14179,EWR,CVG,94.0,569,6,5,2013-04-08 06:00:00
2013,4,8,748.0,755,-7.0,943.0,1007,-24.0,9E,3879,N8747B,EWR,CVG,92.0,569,7,55,2013-04-08 07:00:00
2013,4,8,951.0,842,69.0,1143.0,1054,49.0,EV,4638,N14972,EWR,CVG,94.0,569,8,42,2013-04-08 08:00:00
2013,4,8,1247.0,1300,-13.0,1429.0,1505,-36.0,9E,3867,N826AY,EWR,CVG,89.0,569,13,0,2013-04-08 13:00:00
2013,4,8,1402.0,1350,12.0,1618.0,1557,21.0,EV,4687,N11539,EWR,CVG,102.0,569,13,50,2013-04-08 13:00:00
2013,4,8,1616.0,1559,17.0,1810.0,1814,-4.0,MQ,3985,N902MQ,JFK,CVG,99.0,589,15,59,2013-04-08 15:00:00
2013,4,8,1641.0,1645,-4.0,1845.0,1902,-17.0,9E,3383,N908XJ,JFK,CVG,99.0,589,16,45,2013-04-08 16:00:00
2013,4,8,1643.0,1645,-2.0,1833.0,1858,-25.0,9E,3881,N8611A,EWR,CVG,93.0,569,16,45,2013-04-08 16:00:00
2013,4,8,1728.0,1729,-1.0,1940.0,1937,3.0,EV,4621,N14543,EWR,CVG,101.0,569,17,29,2013-04-08 17:00:00
2013,4,8,1906.0,1910,-4.0,2115.0,2132,-17.0,9E,3367,N935XJ,JFK,CVG,102.0,589,19,10,2013-04-08 19:00:00
2013,4,8,1916.0,1540,216.0,2114.0,1748,206.0,EV,4352,N13913,EWR,CVG,98.0,569,15,40,2013-04-08 15:00:00
2013,4,8,1958.0,2005,-7.0,2159.0,2213,-14.0,EV,4536,N15912,EWR,CVG,94.0,569,20,5,2013-04-08 20:00:00
2013,4,8,,1308,,,1520,,EV,5148,N740EV,LGA,CVG,,585,13,8,2013-04-08 13:00:00
2013,4,9,633.0,640,-7.0,831.0,846,-15.0,EV,4150,N14907,EWR,CVG,96.0,569,6,40,2013-04-09 06:00:00
2013,4,9,746.0,755,-9.0,959.0,1007,-8.0,9E,3879,N8492C,EWR,CVG,97.0,569,7,55,2013-04-09 07:00:00
2013,4,9,825.0,835,-10.0,1032.0,1041,-9.0,EV,4638,N22909,EWR,CVG,96.0,569,8,35,2013-04-09 08:00:00
2013,4,9,1252.0,1300,-8.0,1444.0,1505,-21.0,9E,3867,N8948B,EWR,CVG,93.0,569,13,0,2013-04-09 13:00:00
2013,4,9,1311.0,1308,3.0,1519.0,1520,-1.0,EV,5148,N724EV,LGA,CVG,89.0,585,13,8,2013-04-09 13:00:00
2013,4,9,1436.0,1442,-6.0,1624.0,1641,-17.0,EV,4388,N12957,EWR,CVG,93.0,569,14,42,2013-04-09 14:00:00
2013,4,9,1601.0,1559,2.0,1814.0,1814,0.0,MQ,3985,N923MQ,JFK,CVG,98.0,589,15,59,2013-04-09 15:00:00
2013,4,9,1635.0,1645,-10.0,1825.0,1858,-33.0,9E,3881,N8532G,EWR,CVG,88.0,569,16,45,2013-04-09 16:00:00
2013,4,9,1639.0,1645,-6.0,1827.0,1902,-35.0,9E,3383,N926XJ,JFK,CVG,93.0,589,16,45,2013-04-09 16:00:00
2013,4,9,1731.0,1555,96.0,,1754,,EV,4352,N13979,EWR,CVG,,569,15,55,2013-04-09 15:00:00
2013,4,9,1902.0,1910,-8.0,2059.0,2132,-33.0,9E,3367,N933XJ,JFK,CVG,91.0,589,19,10,2013-04-09 19:00:00
2013,4,9,1922.0,1726,116.0,2141.0,1932,129.0,EV,4423,N13908,EWR,CVG,102.0,569,17,26,2013-04-09 17:00:00
2013,4,9,2029.0,2014,15.0,2240.0,2218,22.0,EV,3838,N16546,EWR,CVG,93.0,569,20,14,2013-04-09 20:00:00
2013,4,10,634.0,635,-1.0,832.0,846,-14.0,EV,4150,N10575,EWR,CVG,99.0,569,6,35,2013-04-10 06:00:00
2013,4,10,750.0,755,-5.0,949.0,1007,-18.0,9E,3879,N8733G,EWR,CVG,90.0,569,7,55,2013-04-10 07:00:00
2013,4,10,831.0,835,-4.0,1042.0,1041,1.0,EV,4638,N16571,EWR,CVG,94.0,569,8,35,2013-04-10 08:00:00
2013,4,10,1248.0,1300,-12.0,1444.0,1505,-21.0,9E,3867,N8965E,EWR,CVG,87.0,569,13,0,2013-04-10 13:00:00
2013,4,10,1300.0,1308,-8.0,1515.0,1520,-5.0,EV,5148,N611QX,LGA,CVG,96.0,585,13,8,2013-04-10 13:00:00
2013,4,10,1436.0,1442,-6.0,1632.0,1646,-14.0,EV,4388,N19554,EWR,CVG,93.0,569,14,42,2013-04-10 14:00:00
2013,4,10,1649.0,1645,4.0,,1858,,9E,3881,N8942A,EWR,CVG,,569,16,45,2013-04-10 16:00:00
2013,4,10,1721.0,1645,36.0,1949.0,1902,47.0,9E,3383,N901XJ,JFK,CVG,93.0,589,16,45,2013-04-10 16:00:00
2013,4,10,1852.0,1555,177.0,2211.0,1806,245.0,EV,5678,N12569,EWR,CVG,86.0,569,15,55,2013-04-10 15:00:00
2013,4,10,2034.0,1559,275.0,2346.0,1814,332.0,MQ,3985,N684MQ,JFK,CVG,92.0,589,15,59,2013-04-10 15:00:00
2013,4,10,,2014,,,2225,,EV,3838,N16951,EWR,CVG,,569,20,14,2013-04-10 20:00:00
2013,4,10,,1726,,,1932,,EV,4423,N13908,EWR,CVG,,569,17,26,2013-04-10 17:00:00
2013,4,10,,1910,,,2132,,9E,3367,,JFK,CVG,,589,19,10,2013-04-10 19:00:00
2013,4,11,637.0,635,2.0,831.0,846,-15.0,EV,5677,N13903,EWR,CVG,93.0,569,6,35,2013-04-11 06:00:00
2013,4,11,758.0,755,3.0,1019.0,1007,12.0,9E,3879,N8942A,EWR,CVG,98.0,569,7,55,2013-04-11 07:00:00
2013,4,11,1020.0,835,105.0,1211.0,1041,90.0,EV,4638,N14573,EWR,CVG,92.0,569,8,35,2013-04-11 08:00:00
2013,4,11,1251.0,1300,-9.0,1446.0,1505,-19.0,9E,3867,N8533D,EWR,CVG,91.0,569,13,0,2013-04-11 13:00:00
2013,4,11,1435.0,1308,87.0,1652.0,1520,92.0,EV,5148,N752EV,LGA,CVG,102.0,585,13,8,2013-04-11 13:00:00
2013,4,11,1612.0,1442,90.0,1806.0,1646,80.0,EV,4388,N16963,EWR,CVG,99.0,569,14,42,2013-04-11 14:00:00
2013,4,11,1713.0,1559,74.0,1927.0,1814,73.0,MQ,3985,N660MQ,JFK,CVG,100.0,589,15,59,2013-04-11 15:00:00
2013,4,11,1751.0,1645,66.0,2031.0,1858,93.0,9E,3881,N835AY,EWR,CVG,99.0,569,16,45,2013-04-11 16:00:00
2013,4,11,1800.0,1555,125.0,2032.0,1754,158.0,EV,4352,N21537,EWR,CVG,107.0,569,15,55,2013-04-11 15:00:00
2013,4,11,1828.0,1726,62.0,2055.0,1932,83.0,EV,4635,N26549,EWR,CVG,96.0,569,17,26,2013-04-11 17:00:00
2013,4,11,1911.0,1910,1.0,2124.0,2132,-8.0,9E,3367,N920XJ,JFK,CVG,94.0,589,19,10,2013-04-11 19:00:00
2013,4,11,1953.0,1645,188.0,2210.0,1902,188.0,9E,3383,N908XJ,JFK,CVG,96.0,589,16,45,2013-04-11 16:00:00
2013,4,11,2018.0,2014,4.0,2218.0,2218,0.0,EV,3838,N14952,EWR,CVG,95.0,569,20,14,2013-04-11 20:00:00
2013,4,12,749.0,755,-6.0,944.0,1007,-23.0,9E,3879,N801AY,EWR,CVG,96.0,569,7,55,2013-04-12 07:00:00
2013,4,12,840.0,640,120.0,1043.0,851,112.0,EV,4638,N11107,EWR,CVG,99.0,569,6,40,2013-04-12 06:00:00
2013,4,12,937.0,835,62.0,1215.0,1041,94.0,EV,5677,N14125,EWR,CVG,99.0,569,8,35,2013-04-12 08:00:00
2013,4,12,1247.0,1300,-13.0,1448.0,1505,-17.0,9E,3867,N8907A,EWR,CVG,97.0,569,13,0,2013-04-12 13:00:00
2013,4,12,1409.0,1308,61.0,1616.0,1520,56.0,EV,5148,N723EV,LGA,CVG,94.0,585,13,8,2013-04-12 13:00:00
2013,4,12,1604.0,1559,5.0,1836.0,1814,22.0,MQ,3985,N657MQ,JFK,CVG,103.0,589,15,59,2013-04-12 15:00:00
2013,4,12,1824.0,1645,99.0,2027.0,1902,85.0,9E,3383,N917XJ,JFK,CVG,100.0,589,16,45,2013-04-12 16:00:00
2013,4,12,1840.0,1645,115.0,2107.0,1858,129.0,9E,3881,N8938A,EWR,CVG,105.0,569,16,45,2013-04-12 16:00:00
2013,4,12,1942.0,1726,136.0,2159.0,1932,147.0,EV,4635,N29906,EWR,CVG,105.0,569,17,26,2013-04-12 17:00:00
2013,4,12,2003.0,1910,53.0,2207.0,2132,35.0,9E,3367,N926XJ,JFK,CVG,103.0,589,19,10,2013-04-12 19:00:00
2013,4,12,2021.0,1555,266.0,2232.0,1754,278.0,EV,4352,N12569,EWR,CVG,106.0,569,15,55,2013-04-12 15:00:00
2013,4,12,,2014,,,2218,,EV,3847,N27200,EWR,CVG,,569,20,14,2013-04-12 20:00:00
2013,4,12,,1442,,,1646,,EV,4388,N16987,EWR,CVG,,569,14,42,2013-04-12 14:00:00
2013,4,13,1227.0,1230,-3.0,1451.0,1440,11.0,EV,5148,N750EV,LGA,CVG,105.0,585,12,30,2013-04-13 12:00:00
2013,4,13,1308.0,1315,-7.0,1508.0,1514,-6.0,EV,4329,N14991,EWR,CVG,104.0,569,13,15,2013-04-13 13:00:00
2013,4,13,1559.0,1559,0.0,1815.0,1758,17.0,EV,4356,N16911,EWR,CVG,106.0,569,15,59,2013-04-13 15:00:00
2013,4,13,1617.0,1605,12.0,1829.0,1820,9.0,MQ,3985,N651MQ,JFK,CVG,107.0,589,16,5,2013-04-13 16:00:00
2013,4,13,1641.0,1645,-4.0,1835.0,1900,-25.0,9E,3383,N931XJ,JFK,CVG,99.0,589,16,45,2013-04-13 16:00:00
2013,4,13,1906.0,1910,-4.0,2109.0,2130,-21.0,9E,3367,N919XJ,JFK,CVG,104.0,589,19,10,2013-04-13 19:00:00
2013,4,14,1255.0,1300,-5.0,1458.0,1505,-7.0,9E,3867,N8718E,EWR,CVG,90.0,569,13,0,2013-04-14 13:00:00
2013,4,14,1312.0,1308,4.0,1513.0,1520,-7.0,EV,5148,N741EV,LGA,CVG,96.0,585,13,8,2013-04-14 13:00:00
2013,4,14,1457.0,1440,17.0,1651.0,1639,12.0,EV,4706,N15910,EWR,CVG,95.0,569,14,40,2013-04-14 14:00:00
2013,4,14,1557.0,1559,-2.0,1823.0,1814,9.0,MQ,3985,N644MQ,JFK,CVG,98.0,589,15,59,2013-04-14 15:00:00
2013,4,14,1601.0,1557,4.0,1816.0,1756,20.0,EV,4352,N13964,EWR,CVG,95.0,569,15,57,2013-04-14 15:00:00
2013,4,14,1639.0,1645,-6.0,1836.0,1858,-22.0,9E,3881,N8604C,EWR,CVG,94.0,569,16,45,2013-04-14 16:00:00
2013,4,14,1645.0,1645,0.0,1855.0,1902,-7.0,9E,3383,N915XJ,JFK,CVG,98.0,589,16,45,2013-04-14 16:00:00
2013,4,14,1807.0,1728,39.0,2025.0,1938,47.0,EV,4199,N13956,EWR,CVG,97.0,569,17,28,2013-04-14 17:00:00
2013,4,14,1903.0,1910,-7.0,2100.0,2132,-32.0,9E,3367,N906XJ,JFK,CVG,98.0,589,19,10,2013-04-14 19:00:00
2013,4,14,2009.0,2014,-5.0,2227.0,2218,9.0,EV,3843,N13958,EWR,CVG,100.0,569,20,14,2013-04-14 20:00:00
2013,4,15,631.0,635,-4.0,825.0,846,-21.0,EV,5677,N17560,EWR,CVG,96.0,569,6,35,2013-04-15 06:00:00
2013,4,15,751.0,755,-4.0,1002.0,1007,-5.0,9E,3879,N826AY,EWR,CVG,92.0,569,7,55,2013-04-15 07:00:00
2013,4,15,827.0,835,-8.0,1033.0,1041,-8.0,EV,4603,N12967,EWR,CVG,99.0,569,8,35,2013-04-15 08:00:00
2013,4,15,1251.0,1300,-9.0,1444.0,1505,-21.0,9E,3867,N821AY,EWR,CVG,92.0,569,13,0,2013-04-15 13:00:00
2013,4,15,1302.0,1308,-6.0,1506.0,1520,-14.0,EV,5148,N608QX,LGA,CVG,99.0,585,13,8,2013-04-15 13:00:00
2013,4,15,1510.0,1442,28.0,1715.0,1646,29.0,EV,4335,N14950,EWR,CVG,91.0,569,14,42,2013-04-15 14:00:00
2013,4,15,1553.0,1559,-6.0,1802.0,1814,-12.0,MQ,3985,N619MQ,JFK,CVG,97.0,589,15,59,2013-04-15 15:00:00
2013,4,15,1635.0,1645,-10.0,1838.0,1902,-24.0,9E,3383,N925XJ,JFK,CVG,93.0,589,16,45,2013-04-15 16:00:00
2013,4,15,1635.0,1645,-10.0,1842.0,1858,-16.0,9E,3881,N8986B,EWR,CVG,93.0,569,16,45,2013-04-15 16:00:00
2013,4,15,1724.0,1726,-2.0,1937.0,1932,5.0,EV,4638,N15574,EWR,CVG,94.0,569,17,26,2013-04-15 17:00:00
2013,4,15,1754.0,1555,119.0,1952.0,1754,118.0,EV,4352,N12540,EWR,CVG,94.0,569,15,55,2013-04-15 15:00:00
2013,4,15,1905.0,1910,-5.0,2108.0,2132,-24.0,9E,3367,N903XJ,JFK,CVG,87.0,589,19,10,2013-04-15 19:00:00
2013,4,15,2005.0,2014,-9.0,2200.0,2218,-18.0,EV,3838,N13979,EWR,CVG,89.0,569,20,14,2013-04-15 20:00:00
2013,4,16,639.0,640,-1.0,837.0,851,-14.0,EV,4150,N15985,EWR,CVG,93.0,569,6,40,2013-04-16 06:00:00
2013,4,16,746.0,755,-9.0,936.0,1007,-31.0,9E,3879,N8918B,EWR,CVG,88.0,569,7,55,2013-04-16 07:00:00
2013,4,16,825.0,835,-10.0,1049.0,1046,3.0,EV,4638,N13978,EWR,CVG,106.0,569,8,35,2013-04-16 08:00:00
2013,4,16,1250.0,1300,-10.0,,1505,,9E,3867,N8986B,EWR,CVG,,569,13,0,2013-04-16 13:00:00
2013,4,16,1312.0,1308,4.0,1512.0,1520,-8.0,EV,5148,N755EV,LGA,CVG,96.0,585,13,8,2013-04-16 13:00:00
2013,4,16,1455.0,1442,13.0,1649.0,1646,3.0,EV,4335,N15912,EWR,CVG,95.0,569,14,42,2013-04-16 14:00:00
2013,4,16,1553.0,1555,-2.0,1745.0,1806,-21.0,EV,5678,N12564,EWR,CVG,93.0,569,15,55,2013-04-16 15:00:00
2013,4,16,1637.0,1559,38.0,1852.0,1814,38.0,MQ,3985,N941MQ,JFK,CVG,98.0,589,15,59,2013-04-16 15:00:00
2013,4,16,1727.0,1726,1.0,1957.0,1932,25.0,EV,4199,N16559,EWR,CVG,97.0,569,17,26,2013-04-16 17:00:00
2013,4,16,1825.0,1645,100.0,2039.0,1902,97.0,9E,3383,N912XJ,JFK,CVG,98.0,589,16,45,2013-04-16 16:00:00
2013,4,16,1905.0,1910,-5.0,2138.0,2132,6.0,9E,3367,N930XJ,JFK,CVG,107.0,589,19,10,2013-04-16 19:00:00
2013,4,16,2007.0,2014,-7.0,2212.0,2225,-13.0,EV,3838,N14920,EWR,CVG,98.0,569,20,14,2013-04-16 20:00:00
2013,4,16,,1645,,,1858,,9E,3881,,EWR,CVG,,569,16,45,2013-04-16 16:00:00
2013,4,17,629.0,635,-6.0,825.0,846,-21.0,EV,4150,N13968,EWR,CVG,95.0,569,6,35,2013-04-17 06:00:00
2013,4,17,829.0,835,-6.0,1056.0,1041,15.0,EV,4638,N19966,EWR,CVG,111.0,569,8,35,2013-04-17 08:00:00
2013,4,17,1305.0,1308,-3.0,1507.0,1520,-13.0,EV,5148,N750EV,LGA,CVG,94.0,585,13,8,2013-04-17 13:00:00
2013,4,17,1433.0,1442,-9.0,1631.0,1646,-15.0,EV,4335,N13975,EWR,CVG,92.0,569,14,42,2013-04-17 14:00:00
2013,4,17,1548.0,1555,-7.0,1811.0,1806,5.0,EV,5678,N12922,EWR,CVG,111.0,569,15,55,2013-04-17 15:00:00
2013,4,17,1558.0,1559,-1.0,1808.0,1814,-6.0,MQ,3985,N673MQ,JFK,CVG,96.0,589,15,59,2013-04-17 15:00:00
2013,4,17,1638.0,1645,-7.0,1833.0,1902,-29.0,9E,3383,N913XJ,JFK,CVG,92.0,589,16,45,2013-04-17 16:00:00
2013,4,17,1639.0,1645,-6.0,1912.0,1858,14.0,9E,3881,N823AY,EWR,CVG,96.0,569,16,45,2013-04-17 16:00:00
2013,4,17,1722.0,1726,-4.0,1951.0,1932,19.0,EV,4199,N12564,EWR,CVG,96.0,569,17,26,2013-04-17 17:00:00
2013,4,17,1903.0,1910,-7.0,2100.0,2132,-32.0,9E,3367,N914XJ,JFK,CVG,87.0,589,19,10,2013-04-17 19:00:00
2013,4,17,2005.0,2014,-9.0,2231.0,2225,6.0,EV,3838,N13949,EWR,CVG,92.0,569,20,14,2013-04-17 20:00:00
2013,4,17,,1300,,,1505,,9E,3867,,EWR,CVG,,569,13,0,2013-04-17 13:00:00
2013,4,17,,755,,,1007,,9E,3879,,EWR,CVG,,569,7,55,2013-04-17 07:00:00
2013,4,18,2.0,2014,228.0,151.0,2218,213.0,EV,3838,N15572,EWR,CVG,92.0,569,20,14,2013-04-18 20:00:00
2013,4,18,628.0,635,-7.0,817.0,846,-29.0,EV,5677,N16987,EWR,CVG,89.0,569,6,35,2013-04-18 06:00:00
2013,4,18,846.0,835,11.0,1121.0,1041,40.0,EV,4423,N13914,EWR,CVG,87.0,569,8,35,2013-04-18 08:00:00
2013,4,18,956.0,755,121.0,1201.0,1007,114.0,9E,3879,N8918B,EWR,CVG,91.0,569,7,55,2013-04-18 07:00:00
2013,4,18,1248.0,1300,-12.0,1430.0,1505,-35.0,9E,3867,N821AY,EWR,CVG,88.0,569,13,0,2013-04-18 13:00:00
2013,4,18,1312.0,1308,4.0,1501.0,1520,-19.0,EV,5148,N710EV,LGA,CVG,86.0,585,13,8,2013-04-18 13:00:00
2013,4,18,1540.0,1442,58.0,1732.0,1646,46.0,EV,4335,N13975,EWR,CVG,93.0,569,14,42,2013-04-18 14:00:00
2013,4,18,1654.0,1645,9.0,1905.0,1902,3.0,9E,3383,N602LR,JFK,CVG,88.0,589,16,45,2013-04-18 16:00:00
2013,4,18,1710.0,1555,75.0,1911.0,1754,77.0,EV,4352,N14907,EWR,CVG,95.0,569,15,55,2013-04-18 15:00:00
2013,4,18,1753.0,1559,114.0,2002.0,1814,108.0,MQ,3985,N657MQ,JFK,CVG,92.0,589,15,59,2013-04-18 15:00:00
2013,4,18,1837.0,1645,112.0,2046.0,1858,108.0,9E,3881,N8673D,EWR,CVG,90.0,569,16,45,2013-04-18 16:00:00
2013,4,18,2103.0,1910,113.0,2305.0,2132,93.0,9E,3367,N912XJ,JFK,CVG,94.0,589,19,10,2013-04-18 19:00:00
2013,4,18,2107.0,1726,221.0,2305.0,1932,213.0,EV,4638,N16954,EWR,CVG,92.0,569,17,26,2013-04-18 17:00:00
2013,4,19,640.0,640,0.0,840.0,851,-11.0,EV,5677,N13995,EWR,CVG,95.0,569,6,40,2013-04-19 06:00:00
2013,4,19,752.0,755,-3.0,1003.0,1007,-4.0,9E,3879,N8698A,EWR,CVG,96.0,569,7,55,2013-04-19 07:00:00
2013,4,19,1258.0,1300,-2.0,1454.0,1505,-11.0,9E,3867,N8986B,EWR,CVG,97.0,569,13,0,2013-04-19 13:00:00
2013,4,19,1353.0,1308,45.0,1545.0,1520,25.0,EV,5148,N615QX,LGA,CVG,93.0,585,13,8,2013-04-19 13:00:00
2013,4,19,1508.0,1442,26.0,1705.0,1646,19.0,EV,4335,N13970,EWR,CVG,102.0,569,14,42,2013-04-19 14:00:00
2013,4,19,1555.0,1555,0.0,1808.0,1754,14.0,EV,4352,N13949,EWR,CVG,106.0,569,15,55,2013-04-19 15:00:00
2013,4,19,1718.0,1726,-8.0,1935.0,1932,3.0,EV,4638,N15555,EWR,CVG,107.0,569,17,26,2013-04-19 17:00:00
2013,4,19,1752.0,1645,67.0,2033.0,1902,91.0,9E,3383,N904XJ,JFK,CVG,102.0,589,16,45,2013-04-19 16:00:00
2013,4,19,2308.0,1910,238.0,143.0,2132,251.0,9E,3367,N917XJ,JFK,CVG,105.0,589,19,10,2013-04-19 19:00:00
2013,4,19,,2014,,,2218,,EV,3847,N19966,EWR,CVG,,569,20,14,2013-04-19 20:00:00
2013,4,19,,835,,,1041,,EV,4357,N12957,EWR,CVG,,569,8,35,2013-04-19 08:00:00
2013,4,19,,1645,,,1858,,9E,3881,,EWR,CVG,,569,16,45,2013-04-19 16:00:00
2013,4,19,,1559,,,1814,,MQ,3985,N699MQ,JFK,CVG,,589,15,59,2013-04-19 15:00:00
2013,4,20,1225.0,1230,-5.0,1436.0,1440,-4.0,EV,5148,N738EV,LGA,CVG,102.0,585,12,30,2013-04-20 12:00:00
2013,4,20,1355.0,1315,40.0,1558.0,1514,44.0,EV,4329,N26549,EWR,CVG,105.0,569,13,15,2013-04-20 13:00:00
2013,4,20,1557.0,1559,-2.0,1801.0,1758,3.0,EV,4303,N13903,EWR,CVG,102.0,569,15,59,2013-04-20 15:00:00
2013,4,20,1603.0,1605,-2.0,1830.0,1820,10.0,MQ,3985,N902MQ,JFK,CVG,105.0,589,16,5,2013-04-20 16:00:00
2013,4,20,1637.0,1645,-8.0,1906.0,1900,6.0,9E,3383,N934XJ,JFK,CVG,102.0,589,16,45,2013-04-20 16:00:00
2013,4,20,1904.0,1910,-6.0,2107.0,2130,-23.0,9E,3367,N917XJ,JFK,CVG,101.0,589,19,10,2013-04-20 19:00:00
